id,name,type,length_km,voltage,installed,capacity_mw,status,from_trf_id,from_sub_id,to_trf_id,to_sub_id
LINE-C91A3FBA,Line_221,Cable,5.88,20kV,16-04-23,17,Under_Repair,TRF-66B22010,,TRF-E90EE2A4,
LINE-7BFAD2EE,Line_222,Overhead,30.1,110kV,07-01-03,192,Under_Repair,TRF-8F74F7DF,,TRF-B758B740,
LINE-0CECD36D,Line_223,Overhead,24.8,20kV,10-06-14,102,Active,TRF-061D245B,,TRF-14F16957,
LINE-2CAA3F4C,Line_224,Cable,22.75,20kV,05-02-08,107,Active,TRF-6E957E3B,,TRF-60034C8B,
LINE-D147D26F,Line_225,Cable,35.72,20kV,24-09-16,3,Active,TRF-88D28E35,,TRF-A7A964A3,
LINE-E340194B,Line_226,Underground,34.53,10kV,27-05-19,68,Active,TRF-AFB0147D,,TRF-6845A536,
LINE-009BCD0B,Line_227,Underground,45.77,10kV,23-10-12,85,Active,TRF-AA0A3F66,,TRF-851B820C,
LINE-0A063D4C,Line_228,Overhead,35.92,10kV,01-02-06,38,Active,TRF-79BBF55B,,TRF-9A52C354,
LINE-0440F7F4,Line_229,Overhead,12.36,20kV,20-09-20,131,Active,TRF-4DCD3A3F,,TRF-82EB2AD8,
LINE-20365596,Line_230,Cable,48.58,10kV,02-12-07,17,Active,TRF-DDC04DD5,,TRF-975C276C,
LINE-5A98CFF6,Line_231,Cable,14.06,10kV,03-03-04,139,Active,TRF-386BCDD2,,TRF-6E795249,
LINE-E3C057A2,Line_232,Underground,38.51,10kV,15-09-05,176,Active,TRF-270D6A38,,TRF-4F984064,
LINE-A692DE5C,Line_233,Cable,39.57,110kV,01-08-14,200,Active,,SUB-A5C4D691,TRF-9920E857,
LINE-C4080863,Line_234,Overhead,20.94,10kV,01-12-01,44,Under_Repair,TRF-65C0BB75,,TRF-1A6D2F76,
LINE-F9BB7B26,Line_235,Underground,45.57,110kV,03-11-09,37,Active,TRF-B5B89814,,TRF-E36A09E8,
LINE-6BFFBD54,Line_236,Cable,30.4,10kV,05-05-11,23,Active,TRF-472F2640,,TRF-B68ED922,
LINE-78351024,Line_237,Overhead,23.99,10kV,15-11-04,58,Active,TRF-9FD90B7C,,TRF-77900C3E,
LINE-36AEFF02,Line_238,Underground,16.27,10kV,08-06-23,18,Under_Repair,TRF-77900C3E,,TRF-97D00D87,
LINE-54BD47AE,Line_239,Cable,35.57,110kV,27-05-02,190,Active,TRF-8B950D71,,TRF-975D64B6,
LINE-C3CDEB39,Line_240,Underground,14.06,10kV,08-01-10,143,Under_Repair,TRF-ED3F5DCA,,TRF-2D7E8F64,
LINE-13DEEDF6,Line_241,Overhead,4.46,10kV,26-01-04,112,Active,TRF-8FC01369,,TRF-BFD4A5A6,
LINE-C124ED2E,Line_242,Cable,33.5,110kV,04-01-10,25,Active,,SUB-77EE3F2A,TRF-A6A37DB7,
LINE-35FF0B42,Line_243,Underground,29.17,20kV,06-07-10,168,Active,TRF-B7C1A947,,,SUB-A5C4D691
LINE-CD3730FD,Line_244,Cable,20.73,110kV,09-12-18,115,Active,TRF-F294C7FF,,TRF-6482900D,
LINE-A313D69E,Line_245,Cable,42.26,20kV,05-01-24,8,Active,TRF-F4A50547,,TRF-EA2F459C,
LINE-6306EC8E,Line_246,Underground,39.38,110kV,19-02-16,52,Under_Repair,TRF-7A6FEB6A,,TRF-1330C430,
LINE-72ABF541,Line_247,Overhead,18.49,110kV,22-02-15,35,Active,TRF-60BE72A3,,TRF-69996A1C,
LINE-A2CA130F,Line_248,Underground,23.79,10kV,23-11-14,108,Active,TRF-4326A645,,TRF-9A52C354,
LINE-EF7A95F6,Line_249,Overhead,4.02,10kV,18-02-00,131,Under_Repair,TRF-9456C4AF,,,SUB-C79493BC
LINE-F2F51ACE,Line_250,Cable,14.13,20kV,13-04-16,141,Active,TRF-9B71805D,,TRF-022AA10C,
LINE-581AAFB1,Line_251,Overhead,25.14,10kV,04-02-05,43,Active,TRF-6C438A0A,,TRF-749AFC69,
LINE-51963FF0,Line_252,Cable,13.09,110kV,05-04-07,5,Active,,SUB-E4F41F7A,TRF-5E3E0D34,
LINE-86F7EA25,Line_253,Underground,24.52,20kV,27-12-06,76,Under_Repair,TRF-1D582747,,TRF-851B820C,
LINE-D08353AE,Line_254,Overhead,19.85,110kV,05-11-01,90,Active,TRF-A8239FFC,,TRF-77070C0F,
LINE-AB052DC7,Line_255,Cable,19.56,10kV,27-05-11,51,Active,TRF-074F8148,,TRF-3CC61D2D,
LINE-C72A5EEB,Line_256,Cable,49.8,10kV,29-09-23,141,Active,TRF-0EDB0CC3,,TRF-2D7E8F64,
LINE-B728D9A5,Line_257,Underground,30.01,110kV,27-04-16,31,Under_Repair,TRF-003228DA,,TRF-958E664E,
LINE-DCFA5A98,Line_258,Underground,38.24,400kV,07-07-07,60,Under_Repair,,SUB-5651541E,TRF-EF9222E1,
LINE-AEC3AD3D,Line_259,Underground,47.86,110kV,12-04-24,116,Active,,SUB-AB0AC15E,TRF-EC3407A7,
LINE-A64DBB92,Line_260,Underground,10.26,10kV,06-11-03,141,Under_Repair,TRF-14AF2EA3,,TRF-0A6F06FE,
LINE-F49F19FB,Line_261,Overhead,25.46,20kV,23-07-20,145,Active,TRF-C66F530D,,TRF-284B83EB,
LINE-6403F511,Line_262,Cable,1.77,10kV,04-10-18,151,Active,TRF-E2DC7EC8,,TRF-C78D1280,
LINE-AD2E9162,Line_263,Underground,10.42,10kV,23-03-21,160,Active,TRF-7783FF93,,TRF-B9DA8FAE,
LINE-03192C0F,Line_264,Cable,28.19,10kV,09-09-01,3,Active,TRF-E81B8ED7,,TRF-51A546C1,
LINE-13D8E301,Line_265,Cable,21.34,10kV,23-11-06,75,Active,TRF-8353F576,,TRF-B27F9AAA,
LINE-D9E48D9C,Line_266,Overhead,33.02,20kV,15-03-11,138,Under_Repair,TRF-66C42A25,,TRF-7764BB89,
LINE-330214EB,Line_267,Underground,23.69,10kV,28-01-23,104,Active,TRF-DD2F69BC,,TRF-B55B7694,
LINE-C541C877,Line_268,Cable,16.79,10kV,17-08-01,37,Under_Repair,TRF-28EDDDF8,,TRF-2E4EB046,
LINE-313C3917,Line_269,Cable,39.72,110kV,03-06-07,4,Active,TRF-4FC3BFAB,,TRF-9FD90B7C,
LINE-ECB30CBB,Line_270,Overhead,40.45,10kV,02-09-21,85,Active,TRF-49C98AC1,,TRF-DD6C935E,
LINE-36F13930,Line_271,Overhead,37.04,110kV,21-10-10,180,Active,TRF-9A983852,,TRF-E7B5D2B2,
LINE-B3E10571,Line_272,Overhead,46.11,10kV,18-10-22,182,Active,TRF-15D51421,,,SUB-F8A6B751
LINE-4AFF8584,Line_273,Overhead,26.17,20kV,23-04-11,161,Active,TRF-45A42FBD,,TRF-A7313725,
LINE-B5565B94,Line_274,Cable,15.66,110kV,17-05-09,61,Active,TRF-2E4EB046,,TRF-3EC49850,
LINE-3D30AAED,Line_275,Cable,32.55,10kV,05-02-13,137,Active,TRF-FC1E0D0D,,,SUB-C79493BC
LINE-F6CAB905,Line_276,Overhead,11.82,20kV,28-04-08,66,Under_Repair,TRF-A855EA53,,TRF-AB387FAC,
LINE-1F3C058D,Line_277,Cable,45.5,20kV,25-06-13,44,Under_Repair,TRF-A8237014,,TRF-2FD1C3F1,
LINE-1FADA885,Line_278,Overhead,23.04,10kV,02-04-22,58,Active,TRF-21BBE98F,,TRF-4EEFD747,
LINE-97721C1D,Line_279,Overhead,17.06,10kV,01-11-21,21,Active,TRF-53B774E8,,TRF-F909C69E,
LINE-FF9BF348,Line_280,Cable,14.49,20kV,22-02-15,29,Active,,SUB-F98EAA69,TRF-DB90B59F,
LINE-379B51BF,Line_281,Overhead,21.03,10kV,27-10-23,78,Active,TRF-BDD21126,,,SUB-3CAB5FA0
LINE-A8DD544F,Line_282,Overhead,37.73,20kV,29-09-15,125,Active,TRF-7B4213B3,,TRF-B68ED922,
LINE-BCDC2A49,Line_283,Overhead,23.67,10kV,11-12-08,194,Under_Repair,TRF-518601AC,,TRF-79BBF55B,
LINE-E569FE87,Line_284,Cable,24.07,20kV,29-08-02,195,Active,TRF-01867AEB,,TRF-77900C3E,
LINE-620CD867,Line_285,Underground,38.1,20kV,10-07-21,27,Active,TRF-B7B91F72,,TRF-CC476953,
LINE-0C37C757,Line_286,Overhead,43.25,110kV,06-09-20,35,Active,TRF-6D07EA9A,,,SUB-A5C4D691
LINE-A0BB9376,Line_287,Underground,44.87,10kV,28-05-15,60,Under_Repair,TRF-E680F66A,,TRF-5387E1F7,
LINE-71C5D1A9,Line_288,Underground,8.87,110kV,08-12-07,167,Active,TRF-8F74F7DF,,TRF-AC028D74,
LINE-CD325C87,Line_289,Underground,13.53,10kV,26-06-21,168,Active,TRF-9A52C354,,TRF-1365ECCB,
LINE-DBB75E8E,Line_290,Cable,4.24,10kV,01-10-04,13,Active,TRF-A302E582,,TRF-5AA9C652,
LINE-FECC626C,Line_291,Underground,40.73,10kV,01-05-11,158,Active,TRF-8A1E6846,,TRF-47070067,
LINE-1F633E19,Line_292,Underground,35.43,20kV,30-09-02,127,Active,TRF-CFBBF746,,TRF-28B18591,
LINE-974C8E9D,Line_293,Overhead,22.15,20kV,16-06-01,51,Active,TRF-2FB03AAF,,TRF-EBA734A9,
LINE-67E5CFA7,Line_294,Overhead,21.29,10kV,11-10-14,200,Active,TRF-79BBF55B,,TRF-E8F828CA,
LINE-E5F2F3E3,Line_295,Cable,3.89,110kV,13-03-10,73,Under_Repair,TRF-B5B89814,,TRF-012FE7D7,
LINE-ABFAD286,Line_296,Overhead,9.48,10kV,23-02-00,27,Under_Repair,TRF-14AF2EA3,,TRF-E9A52B26,
LINE-E7174E2E,Line_297,Overhead,35.27,20kV,16-10-01,111,Under_Repair,TRF-C45B2847,,TRF-A7A964A3,
LINE-7F5366E7,Line_298,Underground,2.13,10kV,08-03-10,86,Active,TRF-9F6E36D2,,TRF-D0D411E6,
LINE-2E326F78,Line_299,Overhead,6.96,20kV,03-08-04,13,Active,TRF-89F6C13A,,TRF-AA0A3F66,
LINE-B652C4B6,Line_300,Overhead,10.51,10kV,25-09-18,173,Active,TRF-427A29E5,,TRF-56B0F9C6,
LINE-5359A79C,Line_301,Underground,46.8,10kV,04-12-16,153,Active,TRF-D63FE7A6,,TRF-978D00B2,
LINE-BD830ED0,Line_302,Cable,29.05,110kV,08-07-03,70,Active,TRF-C78D1280,,TRF-958E664E,
LINE-90611753,Line_303,Cable,28.54,110kV,03-05-24,135,Under_Repair,TRF-C55F3272,,TRF-3E59CA9A,
LINE-EE592900,Line_304,Underground,49.29,110kV,21-03-03,13,Active,TRF-6FE7458A,,TRF-47CA2566,
LINE-3C63F424,Line_305,Underground,26.66,110kV,27-08-09,20,Under_Repair,TRF-B5213C6A,,TRF-D63FE7A6,
LINE-037C4903,Line_306,Underground,10.42,110kV,22-11-12,172,Active,,SUB-C75EB6D8,TRF-3675590E,
LINE-D33CE8FA,Line_307,Cable,41.46,110kV,07-03-12,33,Active,TRF-4149EA0C,,TRF-EA2F459C,
LINE-D68B3C00,Line_308,Underground,34.8,10kV,28-01-17,70,Under_Repair,TRF-99287DD4,,TRF-E030BC53,
LINE-9006AB87,Line_309,Cable,34.16,10kV,21-07-16,156,Active,TRF-1330C430,,TRF-9A983852,
LINE-7A1497EF,Line_310,Overhead,30.53,20kV,19-05-05,65,Under_Repair,TRF-73219D7C,,TRF-1358C72D,
LINE-AB7242CD,Line_311,Cable,3.5,10kV,13-01-18,58,Active,TRF-24540C21,,TRF-69996A1C,
LINE-E1745543,Line_312,Cable,21.71,10kV,17-02-02,10,Active,TRF-0499EBEE,,TRF-3724A5F6,
LINE-18C91F7E,Line_313,Cable,27.33,110kV,21-10-23,172,Active,TRF-BBA38FB4,,TRF-CA3508AF,
LINE-AC37F152,Line_314,Overhead,1.15,20kV,22-02-22,38,Active,TRF-752E4F78,,TRF-0FE9502C,
LINE-C2051996,Line_315,Underground,16.54,110kV,27-07-04,76,Under_Repair,TRF-4B642FDC,,TRF-9941F324,
LINE-F1D2E40E,Line_316,Overhead,49.03,20kV,01-10-14,134,Active,TRF-B7B91F72,,TRF-47070067,
LINE-CAD705A0,Line_317,Underground,7.72,10kV,18-12-19,180,Active,TRF-D4181B4A,,TRF-D016F1EA,
LINE-B87CF46A,Line_318,Cable,34.95,20kV,17-09-08,14,Under_Repair,TRF-B7C1A947,,TRF-2220D927,
LINE-F84F0C13,Line_319,Underground,41.7,110kV,25-07-00,195,Active,TRF-C78D1280,,TRF-60029226,
LINE-0E237744,Line_320,Underground,27.73,10kV,31-07-15,86,Active,TRF-0499EBEE,,TRF-5E508577,
LINE-C95224EA,Line_321,Underground,49.53,110kV,23-04-07,20,Under_Repair,TRF-E5710510,,TRF-75484DDF,
LINE-946276C9,Line_322,Underground,41.98,20kV,13-05-03,189,Under_Repair,TRF-C1FCB91C,,TRF-8B950D71,
LINE-BF17EB5F,Line_323,Underground,37.02,10kV,12-11-12,39,Under_Repair,TRF-943635DA,,TRF-8A540AE6,
LINE-02F2F741,Line_324,Overhead,5.94,10kV,18-04-10,140,Active,TRF-12A3C5AE,,TRF-0A84101B,
LINE-9EA92D03,Line_325,Overhead,44.95,10kV,06-01-09,141,Active,TRF-491C717B,,TRF-CE5A2DA3,
LINE-3CB3DE68,Line_326,Cable,2.06,10kV,30-07-22,159,Active,TRF-AEE018EA,,TRF-427A29E5,
LINE-53A9FCEA,Line_327,Overhead,10.17,20kV,08-07-04,66,Under_Repair,TRF-F956E9F2,,TRF-089B7C48,
LINE-F122DA42,Line_328,Underground,47.94,110kV,22-11-09,143,Active,TRF-A9D4A27A,,TRF-4149EA0C,
LINE-50187A34,Line_329,Underground,8.25,10kV,01-03-17,124,Active,TRF-E7C33537,,TRF-9A983852,
LINE-23F72D1E,Line_330,Overhead,17.22,110kV,30-06-13,53,Active,TRF-EA2F459C,,TRF-E784BF1E,
LINE-10EB68BA,Line_331,Overhead,6.76,110kV,02-04-16,89,Active,TRF-27B66FEB,,TRF-7C334C86,
LINE-91A61821,Line_332,Cable,19.68,110kV,18-03-09,78,Active,TRF-5BB5BD9C,,TRF-BC45C28A,
LINE-F5643509,Line_333,Overhead,10.32,10kV,13-03-19,82,Active,TRF-EBA734A9,,TRF-1A6D2F76,
LINE-E71E02A4,Line_334,Underground,4.73,20kV,21-07-19,156,Active,TRF-F4A50547,,TRF-4F31ABC7,
LINE-1A5E15BF,Line_335,Cable,30.69,20kV,13-02-19,108,Active,TRF-D9BCFC2E,,TRF-06694790,
LINE-BBB09C66,Line_336,Underground,24.94,20kV,20-02-17,172,Active,TRF-D5EAEAF8,,TRF-4FC3BFAB,
LINE-763E1B1C,Line_337,Cable,22.37,20kV,18-01-21,141,Under_Repair,TRF-975C276C,,TRF-6FDFD775,
LINE-88DFB959,Line_338,Cable,26.38,110kV,16-05-07,167,Active,TRF-B5B89814,,TRF-51A546C1,
LINE-90EF09F2,Line_339,Overhead,21.92,20kV,22-03-10,9,Under_Repair,TRF-8FC412EE,,TRF-42ED1C32,
LINE-2E96E6F4,Line_340,Underground,37.77,20kV,29-10-22,73,Active,TRF-0FEE19EA,,TRF-7764BB89,
LINE-847499B8,Line_341,Underground,19.03,10kV,01-10-03,177,Active,TRF-889D0013,,TRF-261E4FE7,
LINE-154F6864,Line_342,Underground,36.26,10kV,25-06-01,84,Under_Repair,TRF-ED6D7A12,,TRF-93925574,
LINE-B6F9E936,Line_343,Underground,43.53,20kV,26-01-19,113,Active,TRF-EC3407A7,,TRF-6E358CEE,
LINE-1604156A,Line_344,Underground,19,10kV,06-08-22,116,Active,TRF-AA0A3F66,,TRF-6B414B12,
LINE-163F6414,Line_345,Cable,35.83,110kV,22-03-23,74,Active,TRF-2BC3FB5A,,TRF-10EAFFA5,
LINE-3E702C4C,Line_346,Underground,34.48,10kV,19-12-14,116,Active,TRF-D35ECAB2,,TRF-44703B4B,
LINE-9B6973EA,Line_347,Underground,38.07,10kV,05-06-12,114,Active,TRF-5352DF13,,TRF-CFAEF522,
LINE-A7DB07D4,Line_348,Underground,48.39,20kV,27-10-01,14,Active,,SUB-2685375B,TRF-C881C0FF,
LINE-63BDCC7E,Line_349,Underground,3.86,20kV,15-11-22,125,Under_Repair,TRF-8F804E13,,TRF-44703B4B,
LINE-BED0F982,Line_350,Overhead,4.2,10kV,23-08-24,196,Under_Repair,TRF-BFD4A5A6,,TRF-E7455D6E,
LINE-559CB3F0,Line_351,Overhead,5.45,10kV,31-10-09,88,Under_Repair,TRF-2A116BE3,,TRF-13AB485E,
LINE-6358A950,Line_352,Overhead,45.13,20kV,24-01-00,200,Active,TRF-0F6D45D1,,TRF-F51E8317,
LINE-A5FF19B7,Line_353,Cable,0.75,10kV,09-06-12,125,Active,TRF-95285C9E,,,SUB-2685375B
LINE-74FA82B0,Line_354,Overhead,12.68,20kV,15-04-05,33,Under_Repair,TRF-C66F530D,,TRF-1A519A7B,
LINE-33438C36,Line_355,Cable,27.47,10kV,27-02-04,88,Active,TRF-4C231113,,TRF-B460742F,
LINE-51010944,Line_356,Cable,31.24,10kV,20-04-15,180,Under_Repair,TRF-2C8284C9,,TRF-60953150,
LINE-85E16D64,Line_357,Cable,20.86,20kV,25-06-08,83,Active,TRF-0B2FD564,,TRF-79C90EF0,
LINE-7E376366,Line_358,Overhead,37.17,110kV,23-06-17,76,Under_Repair,TRF-A86A34EA,,TRF-F38CDC1C,
LINE-A56B635A,Line_359,Underground,43.11,20kV,31-01-04,56,Active,TRF-A2F6DAD8,,TRF-DB32B9ED,
LINE-21FAF7D3,Line_360,Overhead,31.41,10kV,04-11-21,5,Active,TRF-0F2C99BE,,TRF-6B414B12,
LINE-BC843AC8,Line_361,Underground,42.09,20kV,11-02-21,37,Under_Repair,TRF-9D232F90,,TRF-C27C1428,
LINE-DD8B7B2A,Line_362,Underground,5.67,10kV,13-02-06,145,Under_Repair,TRF-0CC40B48,,TRF-60953150,
LINE-D3378AD8,Line_363,Overhead,36.03,20kV,15-09-10,57,Under_Repair,TRF-4CC4CFD2,,TRF-03B46EE8,
LINE-C4ED5561,Line_364,Cable,43.25,20kV,06-10-24,191,Active,TRF-5D9D0770,,TRF-0AB555BF,
LINE-492E4D58,Line_365,Underground,41.74,10kV,11-03-22,38,Active,TRF-AECCCF97,,TRF-B758B740,
LINE-781D1D28,Line_366,Cable,30.92,10kV,16-01-06,84,Active,TRF-5C645DA1,,TRF-CDD97FCD,
LINE-A63C2577,Line_367,Overhead,31.63,20kV,28-10-09,76,Active,TRF-E76D101B,,TRF-522437CA,
LINE-1553578B,Line_368,Overhead,40.02,20kV,07-11-07,103,Under_Repair,TRF-0FE9502C,,TRF-DE135D58,
LINE-D6398751,Line_369,Underground,39.65,110kV,18-07-11,120,Under_Repair,TRF-8F74F7DF,,TRF-1C74F5DD,
LINE-43F56E23,Line_370,Cable,17.99,110kV,15-01-00,22,Under_Repair,,SUB-7A97AF1F,TRF-4C1CDA5C,
LINE-15E882F8,Line_371,Cable,30.4,20kV,10-12-17,167,Under_Repair,TRF-69F82533,,TRF-9F6E36D2,
LINE-92622B23,Line_372,Underground,2.45,110kV,01-08-03,129,Active,TRF-48212B64,,TRF-4BF8AC44,
LINE-FBD7C3E3,Line_373,Underground,48.1,20kV,10-06-04,39,Active,TRF-D2F7635B,,TRF-5DD93762,
LINE-6CAE0297,Line_374,Underground,48.14,10kV,13-04-05,178,Active,TRF-2C8284C9,,TRF-AE1BF7FB,
LINE-00C61792,Line_375,Overhead,42.62,10kV,19-07-17,156,Under_Repair,TRF-40504914,,TRF-3985548C,
LINE-0DB6DC1B,Line_376,Cable,1.41,110kV,03-11-03,20,Active,TRF-E784BF1E,,TRF-8407DC19,
LINE-A103063A,Line_377,Overhead,31.02,10kV,11-11-00,62,Active,TRF-D87B8125,,TRF-7E800AC8,
LINE-892B75AA,Line_378,Underground,8.74,110kV,04-11-23,116,Active,,SUB-93BD374B,TRF-B9ED7385,
LINE-4253A49B,Line_379,Cable,12.31,20kV,05-06-04,122,Active,TRF-66B22010,,TRF-D9EDEAEF,
LINE-AEFB50A2,Line_380,Overhead,19.99,20kV,09-02-05,90,Active,TRF-BAE7B76D,,TRF-9DCB9331,
LINE-E119797A,Line_381,Cable,13.02,20kV,26-10-24,57,Active,TRF-6C9C8571,,TRF-B0BD6233,
LINE-FDB80C0B,Line_382,Cable,2.11,10kV,30-04-00,56,Under_Repair,TRF-24D9AF51,,TRF-5D4941B0,
LINE-17ACB8EC,Line_383,Underground,21.81,10kV,07-05-16,13,Active,TRF-52320CCA,,TRF-8B950D71,
LINE-B046AFED,Line_384,Underground,4.87,110kV,27-05-12,83,Active,TRF-E0EFBB20,,TRF-E7A14E24,
LINE-F45A5EFE,Line_385,Cable,14.67,20kV,29-09-01,24,Under_Repair,TRF-89E3ADC4,,TRF-593FD9BB,
LINE-1CEF2F58,Line_386,Cable,44.14,10kV,01-07-19,42,Under_Repair,TRF-0D995E45,,TRF-47CA2566,
LINE-4409B8BA,Line_387,Cable,28.14,10kV,09-01-21,173,Active,TRF-2E4AB2B1,,TRF-03B46EE8,
LINE-689E545A,Line_388,Overhead,20.17,10kV,11-07-15,43,Under_Repair,TRF-11C0AE49,,TRF-DDA531DC,
LINE-D1A97E5E,Line_389,Overhead,33.47,10kV,19-06-21,187,Under_Repair,TRF-D954370F,,TRF-21BBE98F,
LINE-FE5F23AB,Line_390,Cable,27.74,110kV,13-03-22,76,Under_Repair,TRF-CED4F024,,TRF-B7C1A947,
LINE-48F9712E,Line_391,Cable,6.92,10kV,18-06-04,163,Active,TRF-AE645FDA,,TRF-A9A24E1A,
LINE-9923E97F,Line_392,Overhead,18.87,20kV,23-09-00,179,Active,TRF-DE135D58,,TRF-0499EBEE,
LINE-A5F553C3,Line_393,Cable,14.54,20kV,08-05-24,143,Active,TRF-14E5760F,,TRF-4B642FDC,
LINE-05BDA850,Line_394,Underground,13.35,20kV,02-11-14,67,Under_Repair,TRF-D76F1C7E,,TRF-6049737B,
LINE-2F282DA1,Line_395,Underground,13.45,20kV,26-09-24,180,Active,TRF-A9A9198F,,TRF-14923FEA,
LINE-E60FECC8,Line_396,Underground,28.21,10kV,09-04-03,55,Active,TRF-E7C33537,,TRF-327FA234,
LINE-C4D336F4,Line_397,Cable,23.75,20kV,30-11-02,153,Active,TRF-49D04B33,,TRF-99287DD4,
LINE-6FA89ABE,Line_398,Overhead,44.98,20kV,21-02-23,63,Under_Repair,TRF-69996A1C,,TRF-D12730BA,
LINE-5E30D846,Line_399,Cable,34.94,110kV,13-01-20,194,Active,TRF-B3FE027F,,TRF-A855EA53,
LINE-8A18CCBE,Line_400,Underground,49.75,10kV,05-06-17,79,Under_Repair,TRF-027533AD,,TRF-8A1E6846,
LINE-CAD3E376,Line_401,Cable,47.65,10kV,30-07-23,59,Active,TRF-E2DC7EC8,,TRF-0085E606,
LINE-3E71A6A1,Line_402,Overhead,6.05,10kV,29-07-15,76,Active,TRF-6482900D,,TRF-939DE894,
LINE-8C3CC20D,Line_403,Cable,14.33,10kV,23-04-24,13,Under_Repair,TRF-9CE17F02,,TRF-CFAEF522,
LINE-FED4A33F,Line_404,Underground,5.1,20kV,22-09-05,38,Active,TRF-F38CDC1C,,TRF-327FA234,
LINE-D0316654,Line_405,Underground,20.96,110kV,02-11-18,102,Under_Repair,TRF-BEDBE432,,TRF-2C9683E2,
LINE-F1B5CB31,Line_406,Underground,46.96,10kV,11-09-06,17,Active,TRF-64144C57,,TRF-69F6448D,
LINE-4537D1EA,Line_407,Cable,21.4,10kV,22-12-05,79,Active,TRF-0995DFC9,,TRF-664C3287,
LINE-6469645D,Line_408,Cable,36.4,20kV,08-02-03,14,Active,TRF-6F0C2DFF,,TRF-9BCE1A03,
LINE-987F73CF,Line_409,Underground,22.77,20kV,06-04-01,63,Under_Repair,TRF-EF02224C,,TRF-2EFD2BF0,
LINE-4F9710CC,Line_410,Underground,5.37,110kV,14-12-00,165,Active,TRF-2ED239EB,,TRF-C1D2E717,
LINE-DD408C81,Line_411,Underground,30.86,110kV,07-04-15,154,Under_Repair,,SUB-C0591BC3,TRF-AEA08F6D,
LINE-A115EC75,Line_412,Underground,9.96,10kV,10-04-20,70,Under_Repair,TRF-2E4AB2B1,,TRF-8353F576,
LINE-7880DE9A,Line_413,Underground,6.44,20kV,24-03-11,92,Active,TRF-4CA4AB1D,,TRF-80D15076,
LINE-F86CFB74,Line_414,Cable,13.62,110kV,24-12-02,74,Under_Repair,TRF-939DE894,,TRF-69F6448D,
LINE-F382299C,Line_415,Overhead,9.92,110kV,02-07-15,30,Under_Repair,TRF-27F4C203,,TRF-56B0F9C6,
LINE-E5D797B5,Line_416,Underground,16.65,10kV,09-05-07,193,Under_Repair,TRF-5B5B6FA2,,TRF-73DFBE29,
LINE-E9A526BB,Line_417,Underground,8.33,10kV,24-11-01,79,Active,TRF-386BCDD2,,TRF-E8F828CA,
LINE-ABDCB183,Line_418,Cable,12.13,20kV,22-03-02,67,Under_Repair,TRF-82EB2AD8,,TRF-120EC3FA,
LINE-2325F9E4,Line_419,Underground,23.9,10kV,22-03-04,100,Active,TRF-5B438B81,,TRF-F737FF89,
LINE-8D38B9D4,Line_420,Underground,33.63,10kV,17-04-07,27,Active,TRF-44AD8D9F,,TRF-E81B8ED7,
LINE-A2B6F238,Line_421,Cable,24.27,10kV,12-12-05,5,Under_Repair,TRF-D63FE7A6,,,SUB-C0591BC3
LINE-F6C4DF39,Line_422,Cable,13.06,20kV,03-04-18,155,Under_Repair,TRF-D3461B04,,TRF-04032B1A,
LINE-73F923B1,Line_423,Overhead,47.21,20kV,12-09-07,105,Active,TRF-82A62BFE,,TRF-A8239FFC,
LINE-33063146,Line_424,Overhead,28.15,10kV,05-02-13,62,Active,TRF-06694790,,TRF-719D7A01,
LINE-BE6C4879,Line_425,Overhead,24.01,20kV,18-12-10,78,Under_Repair,TRF-56C57401,,TRF-C1FCB91C,
LINE-A8817AC4,Line_426,Cable,39.77,110kV,18-02-09,131,Active,TRF-5E508577,,TRF-EC3407A7,
LINE-DAB4776B,Line_427,Overhead,31.95,110kV,30-10-19,184,Under_Repair,TRF-4A33236D,,TRF-3985548C,
LINE-91A299A3,Line_428,Overhead,49.54,10kV,02-11-03,101,Active,TRF-EBDA3223,,TRF-0A6F06FE,
LINE-111B7C38,Line_429,Overhead,43.5,110kV,26-08-16,43,Under_Repair,TRF-C3EE9EE4,,TRF-11C0AE49,
LINE-B00FF7CD,Line_430,Cable,4.31,110kV,08-02-08,128,Active,TRF-08413469,,TRF-4BF8AC44,
LINE-6D48428B,Line_431,Cable,11.95,10kV,17-05-24,87,Active,TRF-6606F7B1,,TRF-F571F101,
LINE-6107B0BF,Line_432,Cable,24.84,110kV,22-07-02,86,Active,TRF-182E6FB9,,TRF-F533500E,
LINE-A7B743F2,Line_433,Underground,47.59,110kV,21-10-16,156,Active,TRF-C78D1280,,TRF-027533AD,
LINE-8F3B4678,Line_434,Cable,45.74,20kV,14-03-23,118,Active,TRF-69996A1C,,TRF-EF1F6D25,
LINE-2D92E608,Line_435,Cable,35.74,10kV,21-02-03,53,Active,TRF-A55B1271,,TRF-500230C7,
LINE-EE277537,Line_436,Cable,45.23,10kV,08-05-01,197,Active,TRF-4A9756DA,,TRF-A6A4D223,
LINE-A70868FB,Line_437,Underground,40.39,20kV,09-12-09,115,Active,TRF-FFBF0966,,TRF-16AA895A,
LINE-B5865942,Line_438,Overhead,4.7,20kV,28-12-22,164,Under_Repair,TRF-1B54820E,,,SUB-F0474D20
LINE-BFA90979,Line_439,Cable,8.24,20kV,04-06-12,79,Under_Repair,TRF-80D15076,,TRF-67473465,
